"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"KIM^K","Kimco Realty Corporation","25.03","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^k",
"KMI","Kinder Morgan, Inc.","19.52","$43.58B","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/kmi",
"KMI^A","Kinder Morgan, Inc.","44.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kmi^a",
"KND","Kindred Healthcare, Inc.","11.7","$1B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/knd",
"KFS","Kingsway Financial Services, Inc.","6.2","$145.15M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kfs",
"KGC","Kinross Gold Corporation","3.97","$4.95B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kgc",
"KEX","Kirby Corporation","67.8","$3.66B","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/kex",
"KRG","Kite Realty Group Trust","19.29","$1.61B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/krg",
"KKR","KKR & Co. L.P.","18.54","$8.56B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/kkr",
"KKR^A","KKR & Co. L.P.","27.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kkr^a",
"KKR^B","KKR & Co. L.P.","26.97","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kkr^b",
"KFN^","KKR Financial Holdings LLC","26.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kfn^",
"KIO","KKR Income Opportunities Fund","17.72","$270.32M","2013","n/a","n/a","http://www.nasdaq.com/symbol/kio",
"KREF","KKR Real Estate Finance Trust Inc.","21.63","$1.16B","2017","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/kref",
"KMG","KMG Chemicals, Inc.","47.76","$567.85M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kmg",
"KNX","Knight Transportation, Inc.","37.7","$3.03B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/knx",
"KNL","Knoll, Inc.","20.22","$998.04M","2004","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/knl",
"KNOP","KNOT Offshore Partners LP","22.9","$679.99M","2013","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/knop",
"KN","Knowles Corporation","16.91","$1.51B","2014","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/kn",
"KSS","Kohl&#39;s Corporation","39.59","$6.75B","1992","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/kss",
"PHG","Koninklijke Philips N.V.","35.71","$32.86B","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/phg",
"KOP","Koppers Holdings Inc.","36.7","$763.59M","2006","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/kop",
"KEP","Korea Electric Power Corporation","17.84","$22.91B","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/kep",
"KEF","Korea Equity Fund, Inc.","7.04","$68.57M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kef",
"KF","Korea Fund, Inc. (The)","40.01","$235.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kf",
"KFY","Korn/Ferry International","34.82","$1.98B","1999","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/kfy",
"KOS","Kosmos Energy Ltd.","6.52","$2.53B","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/kos",
"KRA","Kraton Corporation","34.17","$1.07B","2009","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kra",
"KR","Kroger Company (The)","23.55","$21.13B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/kr",
"KRO","Kronos Worldwide Inc","18.34","$2.13B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kro",
"KT","KT Corporation","17.28","$8.47B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/kt",
"KYO","Kyocera Corporation","57.66","$21.2B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/kyo",
"LB","L Brands, Inc.","55.57","$15.94B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/lb",
"SCX","L.S. Starrett Company (The)","8.6","$60.7M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/scx",
"LLL","L3 Technologies, Inc.","170.58","$13.28B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/lll",
"LQ","La Quinta Holdings Inc.","14.69","$1.73B","2014","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/lq",
"LH","Laboratory Corporation of America Holdings","151.6","$15.51B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/lh",
"LADR","Ladder Capital Corp","13.55","$1.5B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ladr",
"LW","Lamb Weston Holdings, Inc.","43.86","$6.41B","2016","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lw",
"LDR","Landauer, Inc.","53.85","$519.11M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ldr",
"LCI","Lannett Co Inc","21.05","$783.7M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lci",
"LPI","Laredo Petroleum, Inc.","10.76","$2.61B","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lpi",
"LVS","Las Vegas Sands Corp.","62.63","$49.62B","2004","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/lvs",
"LHO","LaSalle Hotel Properties","30.71","$3.48B","1998","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lho",
"LHO^I","LaSalle Hotel Properties","25.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lho^i",
"LHO^J","LaSalle Hotel Properties","25.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lho^j",
"LTM","LATAM Airlines Group S.A.","11.04","$6.69B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ltm",
"LDF","Latin American Discovery Fund, Inc. (The)","10.57","$71.81M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ldf",
"LGI","Lazard Global Total Return and Income Fund","16.41","$157.62M","2004","n/a","n/a","http://www.nasdaq.com/symbol/lgi",
"LAZ","Lazard Ltd.","47.32","$5.8B","2005","Finance","Investment Managers","http://www.nasdaq.com/symbol/laz",
"LOR","Lazard World Dividend & Income Fund, Inc.","11.07","$76.16M","2005","n/a","n/a","http://www.nasdaq.com/symbol/lor",
"LZB","La-Z-Boy Incorporated","32.35","$1.56B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/lzb",
"LCII","LCI Industries ","103.65","$2.58B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/lcii",
"LFGR","Leaf Group Ltd.","7.75","$157.78M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/lfgr",
"LEA","Lear Corporation","143.39","$9.88B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/lea",
"LEE","Lee Enterprises, Incorporated","1.95","$110.47M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/lee",
"BWG","Legg Mason BW Global Income Opportunities Fund Inc.","13.26","$278.32M","2012","n/a","n/a","http://www.nasdaq.com/symbol/bwg",
"LM","Legg Mason, Inc.","37.92","$3.64B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/lm",
"LMHA","Legg Mason, Inc.","27.55","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/lmha",
"LMHB","Legg Mason, Inc.","24.73","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/lmhb",
"LEG","Leggett & Platt, Incorporated","52.44","$6.94B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/leg",
"JBK","Lehman ABS Corporation","24.1","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbk",
"KTH","Lehman ABS Corporation","31.27","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kth",
"KTN","Lehman ABS Corporation","32.46","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktn",
"KTP","Lehman ABS Corporation","17.2","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktp",
"XKE","Lehman ABS Corporation","7.87","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/xke",
"LDOS","Leidos Holdings, Inc.","52.01","$7.86B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ldos",
"LEJU","Leju Holdings Limited","1.92","$260.67M","2014","Finance","Real Estate","http://www.nasdaq.com/symbol/leju",
"LC","LendingClub Corporation","5.6","$2.26B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lc",
"LEN","Lennar Corporation","52.56","$12.33B","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len",
"LEN.B","Lennar Corporation","n/a","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len.b",
"LII","Lennox International, Inc.","183.87","$7.85B","1999","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lii",
"LUK","Leucadia National Corporation","26.81","$9.65B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/luk",
"LVLT","Level 3 Communications, Inc.","59.54","$21.52B","2011","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lvlt",
"LXP","Lexington Realty Trust","10.13","$2.44B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lxp",
"LXP^C","Lexington Realty Trust","50.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lxp^c",
"LPL","LG Display Co., Ltd.","16.05","$11.49B","2004","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lpl",
"USA","Liberty All-Star Equity Fund","5.74","$1.09B","1986","n/a","n/a","http://www.nasdaq.com/symbol/usa",
"ASG","Liberty All-Star Growth Fund, Inc.","4.95","$130.37M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asg",
"LPT","Liberty Property Trust","41.25","$6.07B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lpt",
"LSI","Life Storage, Inc.","75.14","$3.49B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lsi",
"LITB","LightInTheBox Holding Co., Ltd.","2.88","$198.46M","2013","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/litb",
"LNC","Lincoln National Corporation","69.11","$15.5B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/lnc",
"LNC.WS","Lincoln National Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lnc.ws",
"LNN","Lindsay Corporation","89.3","$954.59M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lnn",
"LN","LINE Corporation","34.46","$7.55B","2016","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ln",
"LGF.A","Lions Gate Entertainment Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lgf.a",
"LGF.B","Lions Gate Entertainment Corporation","n/a","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/lgf.b",
"LAD","Lithia Motors, Inc.","95.54","$2.39B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/lad",
"LYV","Live Nation Entertainment, Inc.","34.52","$7.1B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/lyv",
"LYG","Lloyds Banking Group Plc","3.52","$62.88B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/lyg",
"SCD","LMP Capital and Income Fund Inc.","14.53","$261.3M","2004","n/a","n/a","http://www.nasdaq.com/symbol/scd",
"LMT","Lockheed Martin Corporation","278.92","$80.73B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/lmt",
"L","Loews Corporation","47.4","$15.96B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/l",
"LPX","Louisiana-Pacific Corporation","24.16","$3.5B","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/lpx",
"LOW","Lowe&#39;s Companies, Inc.","78.26","$66.07B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/low",
"LXU","Lsb Industries Inc.","10.75","$305.35M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxu",
"LKSD","LSC Communications, Inc.","21.66","$735.18M","2016","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/lksd",
"LTC","LTC Properties, Inc.","52.65","$2.08B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ltc",
"LUB","Luby&#39;s, Inc.","2.97","$86.4M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/lub",
"LL","Lumber Liquidators Holdings, Inc","25.25","$716.7M","2007","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/ll",
"LXFR","Luxfer Holdings PLC","12.97","$342.41M","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxfr",
"LXFT","Luxoft Holding, Inc.","60.3","$2.02B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/lxft",
"LDL","Lydall, Inc.","51.75","$891.58M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ldl",
"WLH","Lyon William Homes","23.63","$754.64M","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/wlh",
"LYB","LyondellBasell Industries NV","85.36","$34.38B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lyb",
"MTB","M&T Bank Corporation","164.31","$25.28B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mtb",
"MTB.WS","M&T Bank Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb.ws",
"MTB^","M&T Bank Corporation","1047.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^",
"MTB^C","M&T Bank Corporation","1040.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^c",
"MDC","M.D.C. Holdings, Inc.","35.18","$1.81B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mdc",
"MHO","M/I Homes, Inc.","28.34","$702.68M","1993","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mho",
"MHO^A","M/I Homes, Inc.","25.9997","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mho^a",
"MAC","Macerich Company (The)","59.43","$8.43B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mac",
"CLI","Mack-Cali Realty Corporation","27.56","$2.48B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cli",
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","24.85","$309.84M","2005","n/a","n/a","http://www.nasdaq.com/symbol/mgu",
"MIC","Macquarie Infrastructure Company","78.97","$6.51B","2004","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mic",
"MFD","Macquarie/First Trust Global","13.06","$111.57M","2004","n/a","n/a","http://www.nasdaq.com/symbol/mfd",
"BMA","Macro Bank Inc.","93.17","$5.45B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bma",
"M","Macy&#39;s Inc","23.84","$7.26B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/m",
"MCN","Madison Covered Call & Equity Strategy Fund","7.83","$150.87M","2004","n/a","n/a","http://www.nasdaq.com/symbol/mcn",
"MSP","Madison Strategic Sector Premium Fund","12.15","$70.45M","2005","n/a","n/a","http://www.nasdaq.com/symbol/msp",
"MMP","Magellan Midstream Partners L.P.","71.96","$16.41B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mmp",
"MGA","Magna International, Inc.","46.31","$17.28B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mga",
"MX","MagnaChip Semiconductor Corporation","9.6","$325.98M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/mx",
"MH^A","Maiden Holdings, Ltd.","25.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mh^a",
"MH^C","Maiden Holdings, Ltd.","26.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mh^c",
"MH^D","Maiden Holdings, Ltd.","25.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mh^d",
"MHLA","Maiden Holdings, Ltd.","26.08","n/a","2016","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhla",
"MHNC","Maiden Holdings, Ltd.","26.99","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhnc",
"MAIN","Main Street Capital Corporation","38.13","$2.13B","2007","n/a","n/a","http://www.nasdaq.com/symbol/main",
"MSCA","Main Street Capital Corporation","25.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msca",
"MMD","MainStay DefinedTerm Municipal Opportunities Fund","19.74","$543.93M","2012","n/a","n/a","http://www.nasdaq.com/symbol/mmd",
"MNK","Mallinckrodt plc","45.31","$4.5B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnk",
"MZF","Managed Duration Investment Grade Municipal Fund","13.83","$94.05M","2003","n/a","n/a","http://www.nasdaq.com/symbol/mzf",
"MANU","Manchester United Ltd.","16.125","$2.64B","2012","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/manu",
"MTW","Manitowoc Company, Inc. (The)","6.04","$848.85M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mtw",
"MN","Manning & Napier, Inc.","4.5","$67.74M","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/mn",
"MAN","ManpowerGroup","112.74","$7.56B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/man",
"MFC","Manulife Financial Corp","18.86","$37.29B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/mfc",
"MRO","Marathon Oil Corporation","12.14","$10.32B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mro",
"MPC","Marathon Petroleum Corporation","53.1","$27.54B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/mpc",
"MMI","Marcus & Millichap, Inc.","26.81","$1.02B","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/mmi",
"MCS","Marcus Corporation (The)","30.35","$842.82M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/mcs",
